,Direccion,Mesa,Comuna
64650,PJE TITO MUNT 394,136 M,San Joaquin
64651,DIEGO DE MEZA 5390,116 M,San Joaquin
64652,PJE CHANA 5942,42 V,San Joaquin
64653,MARIA ELENA 3270,77 M,San Joaquin
64654,CALLE BERLIOZ 5778,62 M,San Joaquin
64655,BERLIOZ 5778,82 V,San Joaquin
64656,DEPARTAMENTAL 39,35 M,San Joaquin
64657,FRANCISCA RIMINI 3807,48 V,San Joaquin
64658,FCA DE RIMINI 3807,137 M,San Joaquin
64659,FCA DE RIMINI 3807,137 M,San Joaquin
64660,EL CORTIJO 449,26 M,San Joaquin
64661,PJE CORELLI 3482,74 V,San Joaquin
64662,AV. VICUÑA MACKENNA 2935 2010,94 V,San Joaquin
64663,A BRUNELLESKY 3620,52 M,San Joaquin
64664,ESFUERZO 353,36 V,San Joaquin
64665,ARAGON NORTE 362,89 M,San Joaquin
64666,JUAN ARAVENA 403,66 M,San Joaquin
64667,CARMEN 2341 DPTO C,26 M,San Joaquin
64668,TOCORNAL 2488,5 V,San Joaquin
64669,TOCORNAL 2488,8 V,San Joaquin
64670,TOCORNAL 2488,7 M,San Joaquin
64671,TOCORNAL 2488,8 V,San Joaquin
64672,DOMICILIO,CIRCUNSCRIPCIÓN,San Joaquin
64673,SIERRA BELLO 2385,28 V,San Joaquin
64674,YALTA 2422,117 V,San Joaquin
64675,DANIEL DE FOE 204-B VI HAYDN,112 M,San Joaquin
64676,1 DE MAYO 3372,16 V,San Joaquin
64677,1 DE MAYO 3372,70 V,San Joaquin
64678,PJE LINO 3479 DEPTO 401,4 M,San Joaquin
64679,FRANCISCA DE RIMINNI 3522,8 V,San Joaquin
64680,FCA. DE RIMINI 3522,50 V,San Joaquin
64681,CARMEN MENA 260 TORRE E,86 M,San Joaquin
64682,BENOZZO GOZZOLLI 4825,99 M,San Joaquin
64683,LOLCO 5145,25 V,San Joaquin
64684,LOLCO 5145,96 M,San Joaquin
64685,CARLOS PEZOA VELIZ 5737 FRANCISCO ENCINA,30 V,San Joaquin
64686,CABILDO 3922,117 V,San Joaquin
64687,CARLOS PEZOA VELIZ 5734,65 M,San Joaquin
64688,LOLCO 5225 VI LA UNION,55 V,San Joaquin
64689,PJ LOLCO 5145 VI LA UNION,67 V,San Joaquin
64690,MARTIN HENRIQUEZ 4439,52 M,San Joaquin
64691,LLICO 325,94 V,San Joaquin
64692,LLICO 325,106 V,San Joaquin
64693,LLICO 325,81 V,San Joaquin
64694,PINAR DEL RIO 70,72 M,San Joaquin
64695,MAHATMA GANDHI 6047,43 M,San Joaquin
64696,PJE MAHTGADHI 6047,45 M,San Joaquin
64697,POLONIA 6207 VI CONHABIT,113 V,San Joaquin
64698,ESCIPION 5688,44 V,San Joaquin
64699,JUAN GRIEGO 4532,70 V,San Joaquin
64700,AV LAS INDUSTRIAS 5010,31 M,San Joaquin
64701,DIEGO DE MEZA 4470,23 M,San Joaquin
64702,PASAJE VOLCAN PARINACOTA 147,78 V,San Joaquin
64703,P O DE ZARATE 424,108 M,San Joaquin
64704,PIRMIDE 399,55 V,San Joaquin
64705,CHACALLUTA 231 POB. JOAQUIN EDWARDS BELLO NORTE,11 M,San Joaquin
64706,PJE CHACALLUTA 231 POBLACION JOAQUIN EDWARDS BELLO NORTE,27 V,San Joaquin
64707,MARTIN HENRIQUEZ 4389,52 M,San Joaquin
64708,MARTIN HENRIQUEZ 4475,50 M,San Joaquin
64709,PJE. GUAYACAN 2424 POB. VICENTE NAVARRETE,18 M,San Joaquin
64710,MARTIN HENRIQUEZ 4389,23 V,San Joaquin
64711,LAS INDUSTRIAS 5635 BL 17 DP 22,133 M,San Joaquin
64712,GASPAR DE MENDOZA 4845 PB MADECO,35 V,San Joaquin
64713,MARTIN HENRIQUEZ 4475,77 V,San Joaquin
64714,STA ROSA 3420 DPTO 11,72 V,San Joaquin
64715,STA. ROSA 1120 DEPTO 11,62 M,San Joaquin
64716,LIRA 2393,38 M,San Joaquin
64717,CONSTANCIA 335,118 V,San Joaquin
64718,GABRIELA MISTRAL 145,35 M,San Joaquin
64719,AV. LAS INDUSTRIAS 4628 BLOCK A 1 D /32,46 M,San Joaquin
64720,LAS INDUSTRIAS 4628 DP 32,128 M,San Joaquin
64721,GLUCK 2930,71 M,San Joaquin
64722,GASPAR DE ESPINOZA 4380,43 M,San Joaquin
64723,MOZART 254 VI LAS FLORES,6 M,San Joaquin
64724,PINTOR CICARELLI 681,4 V,San Joaquin
64725,JORGE CANNING 609,75 M,San Joaquin
64726,NACIONES UNIDAS 174 VILLA CONABHI,72 V,San Joaquin
64727,AVENIDA ESTADIO 5922 DEPTO 304,16 V,San Joaquin
64728,VICUÑA MACKENA 2585 DEPT.2003-A,109 M,San Joaquin
64729,NACIONES UNIDAS 174,37 M,San Joaquin
64730,ARQUITECTO BRUNELESQUY 3231 A DEPTO 204,122 V,San Joaquin
64731,A PEDRO ALARCON 416,82 M,San Joaquin
64732,JORGE BIZET 3470,117 V,San Joaquin
64733,FRANCISCO DE CASTAÑEDA 4980,20 V,San Joaquin
64734,FRANCISCO DE CASTAÑEDA 4980 POB. MUSA,114 V,San Joaquin
64735,FCO DE CASTAÑEDA 4980,137 M,San Joaquin
64736,FRANCISCO DE CASTAÑEDA 4980,71 M,San Joaquin
64737,SANTA CATALINA 3312,116 V,San Joaquin
64738,PJ 16 49 80 PB J E BELLO NTE,19 V,San Joaquin
64739,PJE LOS NARDOS 4248,56 V,San Joaquin
64740,SALVADOR ALLENDE 432,2 M,San Joaquin
64741,AV SALVADOR ALLENDE 432 PB NVA SIERRA BE,138 M,San Joaquin
64742,CARLOS PEZOA VELIZ 5734,56 V,San Joaquin
64743,VARAS MENA 312,12 V,San Joaquin
64744,AV LAS INDUSTRIAS 4380,95 V,San Joaquin
64745,NUEVA MACUL 495 POBLACION NUEVA CARMEN,9 M,San Joaquin
64746,"AVENIDA VICUÑA MACKENNA 4927 TORRE A , 3103",64 V,San Joaquin
64747,STRAVINSKY 2941,55 M,San Joaquin
64748,C VALDOVINOS 445 DP C,28 M,San Joaquin
64749,AVDA PIRAMIDE 257 PARADERO 11 AVDA SANTA ROSA,125 V,San Joaquin
64750,STRAVINSKY 2727,51 M,San Joaquin
64751,CALLE STRAVINSKY 2727,109 M,San Joaquin
64752,PRENSA 382 LA LEGUA,19 M,San Joaquin
64753,J INGENIERO 3435,119 M,San Joaquin
64754,INGENIERO BUDGE 484,105 M,San Joaquin
64755,VARA BUENA 445,107 V,San Joaquin
64756,ALCALDE P ALARCON 607,61 V,San Joaquin
64757,COPERNICO 4763,79 V,San Joaquin
64758,DOMICILIO,CIRCUNSCRIPCIÓN,San Joaquin
64759,PIRAMIDE 424,100 M,San Joaquin
64760,HAMMERKJOLD 6259,31 V,San Joaquin
64761,1 DE MAYO 3252,120 M,San Joaquin
64762,VERONESSE 5449,25 M,San Joaquin
64763,BASCO NEÑEZ DE BALBOA 4685,11 V,San Joaquin
64764,TRANSITO ARAOS 4963,1 V,San Joaquin
64765,PIRAMIDE 446,95 M,San Joaquin
64766,LEAL 543,112 V,San Joaquin
64767,JUAN GRIEGO 4849,23 V,San Joaquin
64768,BERMUDA 6329,89 M,San Joaquin
64769,ARTEMIO GUTIERREZ 2538,1 V,San Joaquin
64770,TOCORNAL 2488,45 V,San Joaquin
64771,PAGANINI 242,37 M,San Joaquin
64772,ARTEMIO GUTIERREZ 2538,12 M,San Joaquin
64773,ALVAREZ DE TOLEDO 306,35 M,San Joaquin
64774,ALCALDE PEDRO ALARCON 644,1 M,San Joaquin
64775,RAMEAUX 2983,6 V,San Joaquin
64776,PJ SINFONICO 5749,100 V,San Joaquin
64777,PJ 7 59 42 PB J E BELLO,99 V,San Joaquin
64778,PJ CHARLES DICKENS 201 -B PB COM EN ACCIO,138 M,San Joaquin
64779,1 DE MAYO 3372,28 M,San Joaquin
64780,ESFUERZO 393,24 V,San Joaquin
64781,LLICO 422,111 V,San Joaquin
64782,VOLCAN TRONADOR 147,41 V,San Joaquin
64783,JORGE BIZET 3322 DP 42,56 V,San Joaquin
64784,JORGE BIZET 3322 DP 42,26 M,San Joaquin
64785,JORGE BIZET 3322 DP 42,56 V,San Joaquin
64786,3 PONIENTE 3671 DP 44,49 M,San Joaquin
64787,BORODIN 3186 PB CHILE,133 M,San Joaquin
64788,BORODIN 3186,88 M,San Joaquin
64789,PJ MALLARAUCO 6314,54 M,San Joaquin
64790,SAN NICOLAS S/N 316,108 V,San Joaquin
64791,VICUÑA MACKENNA 2935 DPTO 1603 TORRE A,87 M,San Joaquin
64792,PJ LAMIFUN 4280,88 V,San Joaquin
64793,1RO DE MAYO 3252,91 M,San Joaquin
64794,HAENDEL 2942,107 V,San Joaquin
64795,SAN NICOLAS 320,74 M,San Joaquin
64796,ISABEL RIQUELME 628,68 M,San Joaquin
64797,SILVA 628,40 V,San Joaquin
64798,JUAN GRIEGO 4312,57 M,San Joaquin
64799,TRANSITO ARAOS 4939,17 V,San Joaquin
64800,PJE EL CANELO 2433,116 M,San Joaquin
64801,VICUÑA MACKENNA 4927 508,59 V,San Joaquin
64802,RIO ÑUBLE 3802,129 M,San Joaquin
64803,JOSE INGENIERO 3290,32 V,San Joaquin
64804,PASAJE OPUS 403 VILLA BERLIOZ CASAH,101 M,San Joaquin
64805,PB YUNGAY BL 51 63 90 B,16 V,San Joaquin
64806,CARLOS FAU 2318,4 V,San Joaquin
64807,ANTARTICA 3345,48 V,San Joaquin
64808,ANTARTICA 3379,46 M,San Joaquin
64809,INDUSTRIA 304,74 V,San Joaquin
64810,PINTOR MURILLO 5268,75 V,San Joaquin
64811,CALLE CORELI BLOCK 130 DEPTO . 12 VILLA NAVIDAD,40 V,San Joaquin
64812,PINTOR MURILLA 5365,74 V,San Joaquin
64813,CARMEN MENA 322,78 M,San Joaquin
64814,CARMEN MENA 322,92 M,San Joaquin
64815,PEDRO ALARCON PJE. 1 BLOCK. 130 DPTO. 12,105 M,San Joaquin
64816,CARMEN MENA 322,50 M,San Joaquin
64817,INDUSTRIA 304,11 M,San Joaquin
64818,CORELLI BLOCK 130 DPTO 12,89 V,San Joaquin
64819,CARMEN MENA 322,84 M,San Joaquin
64820,ASTROLABIO 333,48 V,San Joaquin
64821,VARAS MENA 404,8 M,San Joaquin
64822,AV VICUÑA MACKENNA 3635 2003,101 M,San Joaquin
64823,VARAS MENA 410,105 M,San Joaquin
64824,VECINAL CALLE 1 2 43,20 M,San Joaquin
64825,VARAS MENA 410,103 M,San Joaquin
64826,TOCORNAL 2374,73 M,San Joaquin
64827,LEAL 473,22 V,San Joaquin
64828,COOP SN MIGUEL PJ 6 57 84,55 V,San Joaquin
64829,CARLOS FAU 3561,65 V,San Joaquin
64830,DEPARTAMENTAL 330 BL 1DP 2,115 V,San Joaquin
64831,PINTOR CICARELLI 585,63 V,San Joaquin
64832,PJ 4- 3258 PB A PINTO,74 M,San Joaquin
64833,RIO PALENA 3813,36 V,San Joaquin
64834,RIO PALENA 3813,78 M,San Joaquin
64835,RIO VALDIVIA 3789,28 V,San Joaquin
64836,LISZT 2890,131 M,San Joaquin
64837,PSJE RIO ÑUBLE 3646,94 M,San Joaquin
64838,ARQUITECTO BRUNELLESCHI 3515 EL PINAR,124 M,San Joaquin
64839,AV LOS COPIHUES N 3944,95 V,San Joaquin
64840,PSJE IMPERIAL 6126,79 V,San Joaquin
64841,PJE L ALVARADO 5320,117 M,San Joaquin
64842,PINTOR MURILLO 5736,59 V,San Joaquin
64843,TOMAS DE CAMPANELA 02 58 02,61 M,San Joaquin
64844,DOMICILIO,CIRCUNSCRIPCIÓN,San Joaquin
64845,PINTOR MURILLO 5736,77 V,San Joaquin
64846,CARMEN MENA 322,97 V,San Joaquin
64847,ARTEMIO GUTIERREZ 2576,25 M,San Joaquin
64848,ARTEMIO GUTIERREZ 2618,93 M,San Joaquin
64849,ARTEMIO GUTIERREZ 2618,78 M,San Joaquin
64850,JUAN GRIEGO 5062,50 M,San Joaquin
64851,JUAN GRIEGO 5062,60 V,San Joaquin
64852,VIRGINIO ARIAS 3864 DP 51 PB SN JOAQU,49 M,San Joaquin
64853,PJ 7 2 16 PB J E BELLO NORTE,43 M,San Joaquin
64854,SIERRA BELLA 2393,131 M,San Joaquin
64855,GABRIELA MISTRAL 4624,109 V,San Joaquin
64856,G MISTRALBL B 3 DP 14,124 M,San Joaquin
64857,PJE 10- 81 COOP M DE A CERO,25 M,San Joaquin
64858,SANCHEZ COLCHERO 3276,64 M,San Joaquin
64859,VENECIA 3430 A,70 V,San Joaquin
64860,PARQUE MAIHUE 5590,98 M,San Joaquin
64861,DAVILA LARRAIN 2456,130 M,San Joaquin
64862,PJE. PRINCIPE IGOR 5956,15 V,San Joaquin
64863,"PJE, PRINCIPE IGOR 5956",86 V,San Joaquin
64864,PJ PRINCIPE IGOR 5956 PB BERLIOZ,136 M,San Joaquin
64865,PASAJE PRINCIPE IGOR 5956,72 V,San Joaquin
64866,PRINCIPE IGOR 5956 POBL BERLIOZ,128 M,San Joaquin
64867,CARLOS FAU 3358,112 M,San Joaquin
64868,RIVAS,SAN JOAQUIN,San Joaquin
64869,VARAS MENA 331 PB LAS INDUSTRIAS,138 M,San Joaquin
64870,PROGRESO 380,59 M,San Joaquin
64871,TOMAS DE CAMPANELLA 5681,21 V,San Joaquin
64872,PJ CAMARONES 234 PB J E BELLO NORTE,113 V,San Joaquin
64873,TAMERLAN 5963,51 M,San Joaquin
64874,PJ CAMARONES 234 PB J E BELLO NORTE,126 M,San Joaquin
64875,19 ORIENTE 6392 J GOULART,19 M,San Joaquin
64876,PJ 8 2 34 PB J E BELLO NORTE,115 M,San Joaquin
64877,PJ LOS NARDOS 4248,24 M,San Joaquin
64878,TOMAS EDISON 162,111 V,San Joaquin
64879,JORGE BISET,SAN JOAQUIN,San Joaquin
64880,JORGE BISSET,SAN JOAQUIN,San Joaquin
64881,GLUCK 2680 PB CHILE,47 V,San Joaquin
64882,AVDA 3 PONIENTE 1207 VILLA ALTAR DEL CARMEN,74 M,San Joaquin
64883,SALESIANOS 422,58 M,San Joaquin
64884,PJE TIGNAMAR 5149,34 M,San Joaquin
64885,GASPAR DE ESPINOZA 4341,75 V,San Joaquin
64886,GASPAR ESPINOZA 4341,95 M,San Joaquin
64887,3 PONIENTE 5783,55 M,San Joaquin
64888,PJ RIO CISNE 3820 PB EL PINAR,125 V,San Joaquin
64889,SANCHEZ COLCHERO 3277,23 M,San Joaquin
64890,"VARAS MENA 278,",106 V,San Joaquin
64891,DAVILA LARRAIN 2330,105 M,San Joaquin
64892,AV LAS INDUSTRIAS 6008,74 M,San Joaquin
64893,EL PRADO 482,133 M,San Joaquin
64894,AV LAS INDUSTRIAS 6008,84 V,San Joaquin
64895,AV LAS INDUSTRIAL 6008,120 V,San Joaquin
64896,PRENSA 325,46 M,San Joaquin
64897,SANCHEZ COLCHERO 3289 VILLA LAS ROSAS,2 M,San Joaquin
64898,POMPEYA 352,35 M,San Joaquin
64899,PORTUGAL 2046,2 V,San Joaquin
64900,CASABLANCA 2446,23 V,San Joaquin
64901,BERMUDAS 6230,81 V,San Joaquin
64902,JUAN GRIEGO 4789,91 M,San Joaquin
64903,PSJ BELBEN 5957,39 M,San Joaquin
64904,BERMUDA 6230 POBL LA CASTRINA,101 M,San Joaquin
64905,EUSEBIO LILLO,SAN JOAQUIN,San Joaquin
64906,PASAJE MANUEL PLAZA 191,34 V,San Joaquin
64907,GUIDO D'AREZZO 3052 POB.CHILE,21 M,San Joaquin
64908,TORELLI 3671 DP 22,64 V,San Joaquin
64909,TIGNAMAR 5169,21 V,San Joaquin
64910,PJE TIGNAMAR 5169,97 M,San Joaquin
64911,AV LOS COPIHUES 3655,86 M,San Joaquin
64912,MARTIN HENRIQUEZ 4475,56 M,San Joaquin
64913,MARTIN HENRIQUEZ 4475,41 V,San Joaquin
64914,AVDA LO OVALLE 289,93 V,San Joaquin
64915,MARTIN HENRIQUEZ 4475,33 M,San Joaquin
64916,ENRIUE BORRAS 4930,79 M,San Joaquin
64917,PINTOR DURERO 5370,46 M,San Joaquin
64918,AV LAS COPIHUES 3655,79 V,San Joaquin
64919,PJ COPERNICO 4763,111 V,San Joaquin
64920,COPERNICO 4763,80 M,San Joaquin
64921,MARTIN HENRIQUEZ 4475,55 V,San Joaquin
64922,VENOZZO GOZOLLI 4825,73 V,San Joaquin
64923,FRANCISCO DE TOLEDO 5479,57 V,San Joaquin
64924,ENRIQUE BORRAS 4930,20 V,San Joaquin
64925,PJE. ANATASTA 38,6 M,San Joaquin
64926,HOLBEINS 4875,122 M,San Joaquin
64927,LOS COPIHUES 3655,11 V,San Joaquin
64928,PJE COPERNICO 4763,42 V,San Joaquin
64929,AV LOS COPIHUES 3655,8 V,San Joaquin
64930,DOMICILIO,CIRCUNSCRIPCIÓN,San Joaquin
64931,COPERNICO 4763,66 M,San Joaquin
64932,VARAS MENA 445,93 M,San Joaquin
64933,VARAS MENA 445,50 M,San Joaquin
64934,LO VALDES 2590,135 M,San Joaquin
64935,STA ROSA 4862,69 M,San Joaquin
64936,BERNARDO MORALES 3558,79 M,San Joaquin
64937,BERNARDO MORALES 3558,69 M,San Joaquin
64938,BERNARDO MORALES 3558,99 M,San Joaquin
64939,CABILDO 4351,24 M,San Joaquin
64940,SAN GREGORIO 4359,37 M,San Joaquin
64941,VECINAL 4320 B,25 V,San Joaquin
64942,VICUÑA MACKENNA 2935 903 B,122 M,San Joaquin
64943,PJE COMITE DE EDUCACION 494,14 M,San Joaquin
64944,LUCRESIA FERNANDEZ 339,48 V,San Joaquin
64945,LUCRECIA FERNANDEZ 339,77 V,San Joaquin
64946,MARIA ELENA 3272,66 M,San Joaquin
64947,MARIA ELENA 3272,20 V,San Joaquin
64948,PB J E BELLO SUR PJ 25 59 45,27 V,San Joaquin
64949,ASTROLABIO 357,107 M,San Joaquin
64950,RIO ÑUBLE 3747 POB EL PINAR,62 M,San Joaquin
64951,DARWIN 340 PB A PINTO,133 M,San Joaquin
64952,ARQUITECTO BRUNELL 3826,1 M,San Joaquin
64953,BERLIOZ 5978,63 M,San Joaquin
64954,CORAL 5753,1 M,San Joaquin
64955,GLUCK 3256 VI LAS FLORES,20 V,San Joaquin
64956,NACIONES UNIDAS 53 VILLA IBERRIA 2,23 M,San Joaquin
64957,GLUCK 3256 VI LAS FLORES,20 V,San Joaquin
64958,PINTOR GOYA 3402,114 V,San Joaquin
64959,GLUCK 3256,20 V,San Joaquin
64960,ROGELIO UGARTE 1779,106 M,San Joaquin
64961,LLICO 334,9 V,San Joaquin
64962,FRANCIA 6319,15 M,San Joaquin
64963,RIO BIO BIO 3735,38 M,San Joaquin
64964,VARAS MENA 277,50 V,San Joaquin
64965,RIO BIO BIO 3735 PB EL PINAR,133 M,San Joaquin
64966,LLICO 97,30 V,San Joaquin
64967,PINTOR DURERO 5618,110 M,San Joaquin
64968,PINTOR DURERO 5618,108 M,San Joaquin
64969,ESFUERZO 334,91 M,San Joaquin
64970,AQUILES 332,96 M,San Joaquin
64971,AV LAS INDUSTRIAS 4359,56 V,San Joaquin
64972,INDUSTRIA 380,68 M,San Joaquin
64973,PJE INDUSTRIAS 380,3 V,San Joaquin
64974,LAS INDUSTRIAS,SAN JOAQUIN,San Joaquin
64975,PJE VOLCAN PARINACOTA 147,28 M,San Joaquin
64976,LAS INDUSTRIAS,SAN JOAQUIN,San Joaquin
64977,SINFONICO 5749,109 M,San Joaquin
64978,PJ 10 4647 PB R SCHNEIDER,31 V,San Joaquin
64979,PIRAMIDE 399,60 V,San Joaquin
64980,CASABLANCA 2510 PB VICENTE NAVARRETE,121 M,San Joaquin
64981,PINTOR CICARELLI 501 DP C,126 M,San Joaquin
64982,LAS TRANQUERAS 6332,109 V,San Joaquin
64983,PJE RIO RIÑIHUE 3813,76 M,San Joaquin
64984,PJ RIO RIÑIHUE 3813,66 M,San Joaquin
64985,FCA DE RIMINI 3522 GERMAN RIESCO,123 V,San Joaquin
64986,SALESIANOS 475 PJ MIGUEL 4170,82 V,San Joaquin
64987,SALESIANOS 475,77 M,San Joaquin
64988,SALESIANOS 475,73 V,San Joaquin
64989,COCHAMO 240,26 M,San Joaquin
64990,VICTOR GANDARILLA 150,40 M,San Joaquin
64991,EMCO 4946,12 V,San Joaquin
64992,PJ 3 31 71 PB A PINTO,31 M,San Joaquin
64993,PJE. CODPA 5039,34 M,San Joaquin
64994,PJ CODPA 5039,112 V,San Joaquin
64995,PJ CODPA 5039 PB J E BELLO NORTE,138 M,San Joaquin
64996,PASAJE ANATASTA 25,72 M,San Joaquin
64997,CAPITAN PRAT 25,65 M,San Joaquin
64998,ANATASTA 25,50 V,San Joaquin
64999,PINTOR GOYA 3509,19 V,San Joaquin
65000,CANADA 5041,49 V,San Joaquin
65001,PINTOR GOYA 3509,13 V,San Joaquin
65002,P GOYA 3509,88 V,San Joaquin
65003,PINTOR GOYA 3509,14 M,San Joaquin
65004,PJ 23 51 69 PB J E BELLO NORTE,97 M,San Joaquin
65005,P MURILLO 512 7,115 V,San Joaquin
65006,RIO VALDIVIA 3634,8 M,San Joaquin
65007,LOS COPIHUES 4036 LOS COPIHUES,56 M,San Joaquin
65008,PINTOR GOYA 3412,63 M,San Joaquin
65009,RIO VALDIVIA 3634 EL PINAR,89 V,San Joaquin
65010,A DE TOLEDO 391,61 M,San Joaquin
65011,PJ GEORGES BIZET 3489 PB GERMAN RIESCO,124 V,San Joaquin
65012,JUAN SEBASTIAN BACH 291,89 V,San Joaquin
65013,SANTA ESTER 468,125 M,San Joaquin
65014,PJ 8 247 PB E BELLO SUR,39 M,San Joaquin
65015,VECINAL PJ 8 2 47,52 V,San Joaquin
65016,DOMICILIO,CIRCUNSCRIPCIÓN,San Joaquin
65017,JUAN SEBASTIAN BACH 291,94 M,San Joaquin
65018,PJ 6 5784 VI COOP SAN MIGUEL,78 M,San Joaquin
65019,PUERTO VARAS 5784,7 V,San Joaquin
65020,PJ 6 58 20 COOP SN MIGUEL,91 M,San Joaquin
65021,SANCHEZ PINZON 3328,77 M,San Joaquin
65022,LAGO LLANQUIHUE 126,112 M,San Joaquin
65023,MAESTRANZA 3327,18 V,San Joaquin
65024,RIO ELQUI 3664 DP 53,103 M,San Joaquin
65025,LIRA 2681,111 M,San Joaquin
65026,PINTOR JULIO ORTIZ DE ZARATE 42,112 V,San Joaquin
65027,VENECIA 337 D,97 M,San Joaquin
65028,JORGE CANNING 609,24 M,San Joaquin
65029,"VICUÑA MACKENNA 2289B 1706, TORRE B",130 M,San Joaquin
65030,CELIA SOLAR 87 TORRE B 202 PORTAL LA VIÑA,55 V,San Joaquin
65031,LAS INDUSTRIAS 5830,9 V,San Joaquin
65032,ARQUITECTO MOSQUERA 3218 DP/41,118 M,San Joaquin
65033,JUAN RIVADENEIRA 4430,102 V,San Joaquin
65034,HAYDN 2805,36 M,San Joaquin
65035,PENTAGRAMA 409,33 V,San Joaquin
65036,J RIVADENEIRA 4192,91 M,San Joaquin
65037,JORGE CANNIG,SAN JOAQUIN,San Joaquin
65038,SANTA CORINA 437,90 V,San Joaquin
65039,GUSTAVO CAMPAÑA 4966 PB JOAQUIN E BELLO,5 M,San Joaquin
65040,PENTAGRAMA 409,111 V,San Joaquin
65041,PENTAGRAMA 416,33 V,San Joaquin
65042,ARTEMIO GUTIERREZ 2459,98 V,San Joaquin
65043,BERMUDAS 6260,109 V,San Joaquin
65044,TRANSITO ARAOS 4934,100 M,San Joaquin
65045,HAYDN 2805,56 V,San Joaquin
65046,FRANCISCA DE RIMINI 3609,4 V,San Joaquin
65047,GHRACIANO 36,10 V,San Joaquin
65048,KAL BRUNER,SAN JOAQUIN,San Joaquin
65049,SALOMON SUMAR 3599 533,51 V,San Joaquin
65050,KARL BRUNNER,SAN JOAQUIN,San Joaquin
65051,MIGUEL ANGEL 4277,81 V,San Joaquin
65052,BERMUDAS 6260 PB LA CASTRINA,120 V,San Joaquin
65053,ARTEMIO GUTIERREZ 2645,30 M,San Joaquin
65054,PJ RIO CISNES 3671 DP 32 PB EL PINAR,130 M,San Joaquin
65055,AV ISABEL RIQUELME 517 D / F,48 V,San Joaquin
65056,AV. ISABEL RIQUELME 517 D /E,38 M,San Joaquin
65057,AV. ISABEL RIQUELME 517 DEP/I,28 M,San Joaquin
65058,HAYDN 5230,88 V,San Joaquin
65059,AV.ISABEL RIQUELME 517 DEPTO.I,57 V,San Joaquin
65060,ISABEL RIQUELME 517 DPTO I,114 M,San Joaquin
65061,CARMEN 2361 BLOCK 219 DEPTO. A,15 V,San Joaquin
65062,TOMAS DE CAMPANELLA 5408 PB. ELIAS DE LA CRUZ,7 M,San Joaquin
65063,A BRUNELLESKI 3796,44 M,San Joaquin
65064,ALC PEDRO ALARCON 376,13 M,San Joaquin
65065,MAGALLANES 3430,74 V,San Joaquin
65066,PASAJE CALBUCO 6392,90 V,San Joaquin
65067,JUAN ARAVENA 475,39 M,San Joaquin
65068,MAGALLANES 3430,22 V,San Joaquin
65069,MAGALLANES 3430 LA LEGUA,4 V,San Joaquin
65070,TOR ZAMBRANO 3656,67 M,San Joaquin
65071,JUAN ARAVENA 462,55 V,San Joaquin
65072,PASAJE CALBUCO 6392,108 M,San Joaquin
65073,JUAN ARAVENA 475,31 V,San Joaquin
65074,JUAN ARAVENA 462,56 V,San Joaquin
65075,RIO BAKER 3610,68 M,San Joaquin
65076,FCO DE CASTAÑEDA 4980,21 V,San Joaquin
65077,KARL BRUNNER 3257,112 M,San Joaquin
65078,KARL BRUNNER 3257,61 V,San Joaquin
65079,PASAJE CALBUCO 6392,123 M,San Joaquin
65080,MAGALLANES 3430,70 M,San Joaquin
65081,AV CARLOS VALDOVINOS 282,122 V,San Joaquin
65082,VASCONIA 176,127 M,San Joaquin
65083,GLUCK 3256,71 M,San Joaquin
65084,CALLE GLUCK 3256,25 V,San Joaquin
65085,GLUCK 3256,49 M,San Joaquin
65086,CRISTO 9 BAL DE ERIZO 4274,9 M,San Joaquin
65087,PENTAGRAMA 409 F,23 M,San Joaquin
65088,SALOMON SUMAR 3599 -B DPTO 437 CONDOMINIO SAN PABLO 2,123 M,San Joaquin
65089,CALLE LAS NOTAS 412 C,51 V,San Joaquin
65090,PJE MATILLA 231,72 V,San Joaquin
65091,DEPARTAMENTAL 3450,11 M,San Joaquin
65092,TOMAS DE CAMPANELLA 5639,81 M,San Joaquin
65093,AV LAS INDUSTRIAS 4619 DP 42,110 M,San Joaquin
65094,CALLE 1 CBI 4619 DP 42,116 M,San Joaquin
65095,CARLOS VALDOVINOS 352,32 V,San Joaquin
65096,TOMAS DE CAMPANELLA 5639,91 V,San Joaquin
65097,LAS NOTAS 412 VILLA BERLIOZ G,35 M,San Joaquin
65098,LAS NOTAS 412 G,31 V,San Joaquin
65099,OTELO 5369,30 M,San Joaquin
65100,GASPAR DE ESPINOZA 4351,87 M,San Joaquin
65101,SIERRA BELLA 2661,73 V,San Joaquin
65102,DOMICILIO,CIRCUNSCRIPCIÓN,San Joaquin
65103,PASAJE ANCOA 4969 VILLA LA UNION,56 M,San Joaquin
65104,NACIONES UNIDAS 53,104 V,San Joaquin
65105,JUEGOS INFANTILES 3399,27 M,San Joaquin
65106,COMITE DE EDUCACION 424,71 M,San Joaquin
65107,COMITE DE EDUCACION 424,64 M,San Joaquin
65108,CARLOS VALDOVINOS 445,62 V,San Joaquin
65109,VENOZZO GOZOLLI 4825,93 V,San Joaquin
65110,STA ROSA 6180,34 V,San Joaquin
65111,ENRIQUE BORRAS 4748,85 M,San Joaquin
65112,OTTAWA 4445,97 M,San Joaquin
65113,PJ ENRIQIUE BORRAS 4748 PB J DAVILA,64 V,San Joaquin
65114,SAN NICOLAS 479,106 M,San Joaquin
